AAAACCPR: ACCAPARA
EEOPSSUZ: SOUPESEZ
EEOPSTTT: TOPETTES
EEOPSTUZ: POUTZEES
EEOQRRTU: RETOQUER
          RETORQUE
EEOQRRUV: REVOQUER
EEOQRRUZ: ROQUEREZ
EEOQRSTU: ESTOQUER
          RETOQUES
          TROQUEES
EEOQRSUV: REVOQUES
EEOQRTTU: ROQUETTE
EEOQRTUX: EXTORQUE
EEOQRTUZ: RETOQUEZ
          TOQUEREZ
EEOQRUVZ: REVOQUEZ
EEOQSSTU: ESTOQUES
EEOQSSUU: SOUQUEES
EEOQSTUZ: ESTOQUEZ
EEORRRTU: REROUTER
EEORRSST: RESSORTE
          RETORSES
EEORRSSZ: ROSSEREZ
EEORRSTU: REROUTES
EEORRSTX: EXTRORSE
EEORRSUV: REOUVRES
EEORRTTU: TORTUREE
EEORRTUV: REOUVERT
          RETROUVE
          ROUVERTE
          TROUVERE
EEORRTUZ: OUTREREZ
          REROUTEZ
          ROUTEREZ
          TOUREREZ
          TROUEREZ
EEORRUVY: REVOYURE
EEORRUVZ: OUVREREZ
          REOUVREZ
EEORSSTT: ROSETTES
          TETROSES
EEORSSTU: RESOUTES
          ROTEUSES
          SORTEUSE
          TROUSSEE
EEORSSTZ: TOSSEREZ
          ZOSTERES
EEORSTTT: TROTTEES
EEORSTTU: ROUETTES
          TUTOREES
EEORSTTX: SEXTOTER
EEORSTUU: ROUTEUSE
EEORSTUV: OUVERTES
          TROUVEES
EEORSUUV: OUVREUSE
EEORTTTU: TOURETTE
EEORTTTX: TEXTOTER
EEORTTTZ: TERZETTO
EEORTUVZ: VOUTEREZ
EEOSSSSU: OSSEUSES
EEOSSSUY: SOYEUSES
EEOSSTTX: SEXTOTES
EEOSSTUU: TOUEUSES
EEOSSUVY: VOYEUSES
EEOSTTTX: TEXTOTES
EEOSTTUY: TUTOYEES
EEOSTTXZ: SEXTOTEZ
EEOSTTYY: YOYETTES
EEOTTTXZ: TEXTOTEZ
EEPPRSST: STEPPERS
EEPPRSTU: STEPPEUR
EEPPRSUU: SUPPUREE
EEPPSTUU: SUPPUTEE
EEPQRRUU: PERRUQUE
EEPRRRSU: PRESURER
EEPRRSSU: PRESSEUR
          PRESSURE
          PRESURES
EEPRRSTU: PRETEURS
          PRETURES
          RUPESTRE
EEPRRSUZ: PRESUREZ
EEPRSSSU: REPUSSES
EEPRSSTT: PRETESTS
EEPRSSUU: USURPEES
EEPRTTUZ: PUTTEREZ
EEPSSSTY: TYPESSES
EEQRSTUU: ETRUSQUE
          QUESTEUR
          QUESTURE
          QUETEURS
          TRUQUEES
EEQSSTUU: STUQUEES
EERRRSSU: SERRURES
EERRRSTU: TERREURS
EERRSSST: STRESSER
EERRSSTU: TRESSEUR
EERRSSUU: SUSURREE
EERRSSUV: SERVEURS
          VERSEURS
EERRSSUY: RESSUYER
EERRTTUU: TUTEURER
EERRTTUX: TEXTURER
EERSSSST: STRESSES
EERSSSTZ: STRESSEZ
EERSSSUY: RESSUYES
EERSSTTT: STRETTES
EERSSTTU: SURETTES
          TESTEURS
          TRUSTEES
EERSSTUU: SUTUREES
EERSSTUV: SURVESTE
EERSSTUZ: ZESTEURS
EERSSUUY: ESSUYEUR
EERSSUYZ: RESSUYEZ
EERSTTUU: TUTEURES
EERSTTUX: TEXTURES
EERSTUUV: ETUVEURS
EERTTUUZ: TUTEUREZ
EERTTUXZ: TEXTUREZ
EERTUUVX: VERTUEUX
EESSTTUV: VETUSTES
EESSTTUZ: SUZETTES
EFFFINOS: FIEFFONS
          OFFENSIF
EFFFISSU: EFFUSIFS
EFFGIIRZ: GRIFFIEZ
EFFGINRT: GRIFFENT
EFFGIORR: GREFFOIR
EFFGIRRU: GRIFFEUR
          GRIFFURE
EFFGIRSU: GRIFFUES
EFFGNORS: GREFFONS
EFFGORSU: GOUFFRES
EFFHOORS: OFFSHORE
EFFIILLS: FIFILLES
EFFIILNR: FIFRELIN
EFFIILSZ: SIFFLIEZ
EFFIINSZ: SNIFFIEZ
EFFIIORT: FORTIFIE
EFFIIPRZ: PIFFRIEZ
EFFIISUZ: SUIFFIEZ
EFFIKRSU: SKIFFEUR
EFFILMOZ: MOFFLIEZ
EFFILNOS: EFFILONS
          OFFLINES
EFFILNST: SIFFLENT
EFFILNSU: INSUFFLE
EFFILOST: SIFFLOTE
EFFILRSU: SIFFLEUR
EFFILSST: SIFFLETS
EFFILSUX: SIFFLEUX
EFFIMORS: OFFRIMES
EFFIMSSU: SUFFIMES
EFFINNST: SNIFFENT
EFFINOSU: EFFUSION
EFFINPRT: PIFFRENT
EFFINRSU: SNIFFEUR
EFFINSTU: SUIFFENT
EFFIOPUZ: POUFFIEZ
EFFIORRZ: OFFRIREZ
EFFIORSS: OFFRISSE
EFFIORST: OFFRITES
EFFIOSST: SOFFITES
EFFIRRTU: TRUFFIER
EFFIRSUX: SUFFIXER
EFFIRSUZ: SUFFIREZ
EFFIRTUZ: TRUFFIEZ
EFFISSSU: SUFFISES
          SUFFISSE
EFFISSTU: SUFFITES
EFFISSUX: SUFFIXES
EFFISSUZ: SUFFISEZ
EFFISUUX: SUIFFEUX
EFFISUXZ: SUFFIXEZ
EFFJLOUU: JOUFFLUE
EFFLLOOS: FOFOLLES
EFFLMNOT: MOFFLENT
EFFLORSU: SOUFFLER
EFFLOSSU: SOUFFLES
EFFLOSTU: SOUFFLET
EFFLOSUZ: SOUFFLEZ
EFFNOOST: ETOFFONS
EFFNOOUU: FOUFOUNE
EFFNOPTU: POUFFENT
EFFNRTTU: TRUFFENT
EFFOQSUU: OFFUSQUE
          SUFFOQUE
EFFORRSU: OFFREURS
          SUROFFRE
EFFORSSU: SOUFFRES
EFFORSTU: SOUFFERT
EFFORSUZ: SOUFFREZ
EFFORTUU: TOUFFEUR
EFFOSTUU: TOUFFUES
EFGGIINU: IGNIFUGE
EFGHHIIL: HIGHLIFE
EFGIIILN: LIGNIFIE
EFGIIINS: SIGNIFIE
EFGIILNR: INFLIGER
EFGIILNS: INFLIGES
          INGELIFS
EFGIILNU: FIGULINE
EFGIILNZ: INFLIGEZ
EFGIILOR: GLORIFIE
EFGIIMUZ: FUMIGIEZ
EFGIINRU: FIGURINE
EFGIINST: GENITIFS
EFGIIORR: FRIGORIE
EFGIIRSU: FIGUIERS
EFGIIRUZ: FIGURIEZ
EFGIITUV: FUGITIVE
EFGILLUU: FULIGULE
EFGILNOR: FIGNOLER
          FORLIGNE
EFGILNOS: FIGNOLES
EFGILNOU: FOLINGUE
EFGILNOZ: FIGNOLEZ
          GONFLIEZ
EFGILNRU: FLINGUER
EFGILNSU: FLINGUES
EFGILNUZ: FLINGUEZ
EFGILOOU: UFOLOGIE
EFGILOQU: GOLFIQUE
EFGILORS: GIROFLES
EFGILOSU: SOLIFUGE
EFGIMNTU: FUMIGENT
EFGIMORS: FROMEGIS
EFGINNOS: FEIGNONS
EFGINNPS: PFENNIGS
EFGINOPU: PIGNOUFE
EFGINOQU: FONGIQUE
EFGINORR: GOINFRER
EFGINORS: FIGERONS
          GOINFRES
EFGINORT: FIGERONT
EFGINORZ: GOINFREZ
EFGINRRU: FRINGUER
EFGINRSU: FRINGUES
EFGINRTU: FIGURENT
EFGINRUZ: FRINGUEZ
EFGIRSTU: FUSTIGER
EFGISSTU: FUSTIGES
EFGISTUZ: FUSTIGEZ
EFGLMNOS: FLEGMONS
EFGLNNOT: GONFLENT
EFGLNOOR: FORLONGE
EFGLNORU: GONFLEUR
EFGLOOUU: UFOLOGUE
EFGLORSU: FULGORES
          GOLFEURS
EFGLRRUU: FULGURER
EFGLRSUU: FULGURES
EFGLRUUZ: FULGUREZ
EFGNOORR: FORGERON
EFGNOORS: FORGEONS
EFGNOOSU: FOUGEONS
EFGNOUUX: FONGUEUX
EFGORRSU: FORGEURS
EFGORRUU: FOURGUER
EFGORSUU: FOURGUES
EFGORUUZ: FOURGUEZ
EFGOUUUX: FOUGUEUX
EFGRSUUU: FUGUEURS
EFHIIMTY: MYTHIFIE
EFHIIORR: HORRIFIE
EFHINPRY: HYPERFIN
EFHNNOOS: FOEHNONS
EFIIINNS: INFINIES
EFIIINNT: INFINITE
EFIIINRT: NITRIFIE
EFIIINRV: VINIFIER
EFIIINRZ: FINIRIEZ
EFIIINSV: VINIFIES
EFIIINUZ: UNIFIIEZ
EFIIINVZ: VINIFIEZ
EFIIIRTV: VITRIFIE
EFIIIRVV: VIVIFIER
EFIIISVV: VIVIFIES
EFIIIVVZ: VIVIFIEZ
EFIIJSTU: JUSTIFIE
EFIILLMT: TEFILLIM
EFIILLNT: TEFILLIN
EFIILMQU: FILMIQUE
EFIILNNO: FILONIEN
EFIILNOU: UNIFOLIE
EFIILNRT: INFILTRE
EFIILNST: LENITIFS
EFIILNUZ: INFLUIEZ
EFIILOQU: FILIOQUE
EFIILORT: TRIFOLIE
EFIILOSZ: SOLFIIEZ
EFIILPPZ: FLIPPIEZ
EFIILQUZ: FLIQUIEZ
EFIILRSS: FRISELIS
EFIILRST: LIFTIERS
EFIILRSU: FUSILIER
EFIILRTZ: FILTRIEZ
          FLIRTIEZ
EFIILSSS: FISSILES
EFIILSST: SIFILETS
EFIILTTU: FUTILITE
EFIIMMOR: MOMIFIER
EFIIMMOS: MOMIFIES
EFIIMMOZ: MOMIFIEZ
EFIIMMRS: IMMERSIF
EFIIMNNS: FEMININS
EFIIMNOS: MEFIIONS
EFIIMNRR: INFIRMER
EFIIMNRS: INFIRMES
EFIIMNRZ: INFIRMEZ
EFIIMORT: MORTIFIE
EFIIMSSS: EMISSIFS
EFIIMSSX: FIXISMES
EFIIMSTY: MYSTIFIE
EFIINNOS: FINNOISE
EFIINNRT: FINIRENT
EFIINNST: INTENSIF
EFIINNTU: UNIFIENT
EFIINNTV: INVENTIF
EFIINOPT: PONTIFIE
EFIINORS: FIERIONS
          REIFIONS
EFIINORT: NOTIFIER
          TONIFIER
EFIINOST: NOTIFIES
          TONIFIES
EFIINOTZ: NOTIFIEZ
          TONIFIEZ
EFIINOUZ: FOUINIEZ
EFIINRSV: INVERSIF
EFIINSSS: FINISSES
EFIINSST: SENSITIF
EFIINSSZ: FINISSEZ
EFIINSTW: SWIFTIEN
EFIINSUZ: INFUSIEZ
EFIIORSS: OSSIFIER
EFIIORUZ: FOUIRIEZ
EFIIOSSS: OSSIFIES
EFIIOSSZ: OSSIFIEZ
EFIIPRRS: FRIPIERS
          SPIRIFER
EFIIPRRU: PURIFIER
EFIIPRSU: PURIFIES
EFIIPRUZ: PURIFIEZ
EFIIRRTU: FRUITIER
EFIIRSST: RESISTIF
EFIIRSSU: RUSSIFIE
EFIIRTTZ: FRITTIEZ
EFIISSTX: FIXISTES
EFIISSUZ: FUISSIEZ
EFIKNORS: KIFERONS
EFIKNORT: KIFERONT
EFIKNRUZ: REFUZNIK
EFIKQSUU: KUFIQUES
EFIKRSSU: SKIFEURS
EFIKRSTU: KITESURF
EFILLLMU: MELLIFLU
EFILLLSU: FILLEULS
EFILLOOR: FOIROLLE
EFILLOOS: FOLIOLES
EFILLORU: FOUILLER
          FROUILLE
EFILLOSU: FOUILLES
EFILLOUZ: FOUILLEZ
EFILLRSU: FUSILLER
EFILLSSU: FUSILLES
EFILLSUU: FEUILLUS
EFILLSUZ: FUSILLEZ
EFILMNOR: INFORMEL
          MORNIFLE
EFILMNRU: FULMINER
EFILMNSU: FULMINES
EFILMNUZ: FULMINEZ
EFILMORR: MORFILER
EFILMORS: MORFILES
EFILMORZ: MORFILEZ
          MORFLIEZ
EFILMOUZ: MOUFLIEZ
EFILMRSU: FILMEURS
          MUFLIERS
EFILMSSU: EMULSIFS
EFILNNOS: ENFILONS
          ENFLIONS
EFILNNTU: INFLUENT
EFILNORS: FERLIONS
          FILERONS
          REFILONS
EFILNORT: FILERONT
EFILNORU: FLUORINE
          UNIFLORE
EFILNORZ: RONFLIEZ
EFILNOST: FILETONS
          SOLFIENT
EFILNOSU: FENOUILS
          FEULIONS
EFILNOSX: FLEXIONS
EFILNPPT: FLIPPENT
EFILNQTU: FLIQUENT
EFILNRTT: FILTRENT
          FLIRTENT
EFILOORT: FOLIOTER
EFILOOST: FOLIOTES
EFILOOTZ: FOLIOTEZ
EFILOPRR: PROFILER
EFILOPRS: PROFILES
EFILOPRZ: PROFILEZ
EFILOPSX: EXPLOSIF
EFILOQSU: FOLIQUES
EFILOQUZ: FLOQUIEZ
EFILORSV: FRIVOLES
EFILORTU: FILOUTER
          FLUORITE
EFILOSSS: FOSSILES
EFILOSTU: FILOUTES
EFILOTTZ: FLOTTIEZ
EFILOTUV: EVOLUTIF
EFILOTUZ: FILOUTEZ
          FLOUTIEZ
EFILPPRS: FLIPPERS
EFILPPRU: FLIPPEUR
EFILPRSU: REPULSIF
EFILPSUX: EXPULSIF
EFILRRSU: SURFILER
EFILRRTU: FILTREUR
          FLIRTEUR
EFILRSSU: SURFILES
EFILRSTU: LIFTEURS
          RELUTIFS
          SULFITER
EFILRSUV: REVULSIF
EFILRSUZ: SURFILEZ
EFILSSTU: FISTULES
          SULFITES
EFILSTTU: FLUTISTE
EFILSTUZ: SULFITEZ
EFIMMRSU: FERMIUMS
EFIMNORR: INFORMER
          RENFORMI
EFIMNORS: FERMIONS
          INFORMES
EFIMNORU: ENFUMOIR
          UNIFORME
EFIMNORZ: INFORMEZ
EFIMOORV: OVIFORME
EFIMOQRU: FORMIQUE
EFIMORRS: FERMOIRS
          FORMIERS
EFIMORSU: SUIFORME
EFIMORUV: FUMIVORE
EFIMOSSU: SOUFISME
EFIMOSTU: FOUTIMES
EFIMOTUZ: MOUFTIEZ
EFIMRRSU: FRIMEURS
EFIMRSSU: SURFIMES
EFIMRSUZ: SMURFIEZ
EFIMSSSU: SUFISMES
EFIMSSTU: FUMISTES
EFINNOOS: FOISONNE
EFINNOPR: FRIPONNE
EFINNORS: FREINONS
          FRISONNE
          INFERONS
EFINNOST: FEINTONS
          FIENTONS
          FONTINES
EFINNOSU: FUSIONNE
EFINNOTU: FOUINENT
EFINNSTU: INFUSENT
EFINNTUU: FUTUNIEN
EFINOPRS: PIFERONS
EFINOPRT: PIFERONT
EFINOPST: PONTIFES
EFINOQRU: FORNIQUE
EFINORRS: FERRIONS
EFINORRU: FOURNIER
EFINORST: FRETIONS
EFINORSU: FOURNIES
EFINORSX: FIXERONS
          REFIXONS
EFINORTU: FOUIRENT
EFINORTX: FIXERONT
EFINORUU: FOUINEUR
EFINOSSS: FESSIONS
EFINOSST: OSTENSIF
EFINOTUU: INFOUTUE
EFINPRSU: SUPERFIN
EFINRSSU: SNIFEURS
          SURFINES
EFINRSUU: INFUSEUR
EFINRTTT: FRITTENT
EFINSSTU: FUISSENT
          FUSTINES
EFIOORUV: FOURVOIE
EFIOOSSS: FOSSOIES
EFIOOSST: SOFIOTES
EFIOPRRT: PROFITER
EFIOPRST: PIEFORTS
          PROFITES
EFIOPRTZ: PROFITEZ
EFIORRRU: FOURRIER
EFIORRSS: FROISSER
EFIORRST: FRISOTER
EFIORRSU: SERFOUIR
EFIORRUZ: FOURRIEZ
EFIORSSS: FROISSES
EFIORSST: FRISOTES
EFIORSSU: SERFOUIS
EFIORSSZ: FROISSEZ
EFIORSTT: FRISOTTE
EFIORSTU: REFOUTIS
          SERFOUIT
EFIORSTZ: FRISOTEZ
EFIORSUZ: SOUFRIEZ
EFIORTTU: FORTUITE
          REFOUTIT
EFIORTTZ: FROTTIEZ
EFIORTUZ: FOUTRIEZ
EFIOSSSU: FOUISSES
EFIOSSTU: FOUTISSE
EFIOSSUZ: FOUISSEZ
EFIOSTTU: FOUTITES
EFIPRSTU: ERUPTIFS
EFIQRSTU: FRIQUETS
          FRISQUET
EFIRRSSU: FISSURER
          FRISURES
EFIRRSTU: FRITURES
EFIRSSSU: FISSURES
          SURFISSE
EFIRSSTU: SURFITES
EFIRSSUZ: FISSUREZ
EFIRSTTU: TURFISTE
EFIRSTUV: FURTIVES
EFIRSTUX: EXTRUSIF
EFKLLOOR: FOLKLORE
EFLLOORW: FOLLOWER
EFLLOSSU: SULFOSEL
EFLMNORT: MORFLENT
EFLMNOTU: MOUFLENT
EFLMOORR: FORMOLER
EFLMOORS: FORMOLES
EFLMOORZ: FORMOLEZ
EFLMORRU: FORMULER
EFLMORSU: FORMULES
EFLMORSY: FORMYLES
EFLMORUZ: FORMULEZ
EFLMOSTU: MOUFLETS
EFLNNOOU: FOULONNE
EFLNNORS: RENFLONS
EFLNNORT: RONFLENT
EFLNOORS: LOFERONS
EFLNOORT: LOFERONT
EFLNOQTU: FLOQUENT
EFLNORRU: RONFLEUR
EFLNORSU: FLEURONS
          FLUERONS
          REFLUONS
          SULFONER
EFLNORTU: FLUERONT
EFLNOSSU: FUSELONS
          SULFONES
EFLNOSUZ: SULFONEZ
EFLNOTTT: FLOTTENT
EFLNOTTU: FLOUTENT
EFLOOQUU: LOUFOQUE
EFLOORSU: FLUOROSE
EFLOQSUU: FOULQUES
EFLORRSU: FROLEURS
EFLORRUU: FLUORURE
EFLORSUU: FOULEURS
          FOULURES
EFLORTTU: FLOTTEUR
EFLOSSSU: FLOUSSES
EFLPRSUU: SUPERFLU
EFLRRSUU: SULFURER
EFLRSSTU: FLUSTRES
EFLRSSUU: SULFURES
EFLRSTTU: FLUTTERS
EFLRSTUU: FRUSTULE
EFLRSUUZ: SULFUREZ
EFMNNOSU: ENFUMONS
EFMNOORT: FROMETON
EFMNORST: FROMENTS
EFMNORSU: FUMERONS
          REFUMONS
EFMNORSY: SYNFORME
EFMNORTU: FUMERONT
EFMNOTTU: MOUFTENT
EFMNRSTU: SMURFENT
EFMRRSUU: SMURFEUR
EFNNOSTU: ENFUTONS
EFNNOSUY: ENFUYONS
EFNOORRS: FORERONS
EFNOORRT: FORERONT
EFNOOSSU: SENOUFOS
EFNORRST: RENFORTS
EFNORRTU: FOURRENT
EFNORSSU: FUSERONS
          REFUSONS
EFNORSTT: FRETTONS
EFNORSTU: FEUTRONS
          FORTUNES
          FURETONS
          FUSERONT
          REFUTONS
          SOUFRENT
EFNORTTT: FROTTENT
EFOORSSY: FOSSOYER
EFOORSUW: WOOFEURS
EFOORUVY: FOURVOYE
EFOOSSSY: FOSSOYES
EFOOSSYZ: FOSSOYEZ
EFOPRSSU: PROFUSES
EFORRRUU: FOURREUR
          FOURRURE
EFORRSUU: SOUFREUR
EFORRTTU: FROTTEUR
EFORSSSU: FROUSSES
EFORSTUU: FOUTEURS
          REFOUTUS
EFPRSTTU: STERFPUT
EFQRSSUU: FRUSQUES
EFRRRSTU: FRUSTRER
EFRRSSTU: FRUSTRES
EFRRSSUU: SURFEURS
EFRRSTUZ: FRUSTREZ
EGGGILNS: LEGGINGS
EGGGINOS: GIGOGNES
EGGIINRU: GUIGNIER
EGGIINRZ: GRIGNIEZ
EGGIINUZ: GUIGNIEZ
EGGIIOTZ: GIGOTIEZ
EGGIJRSU: JIGGEURS
EGGILNST: GINGLETS
EGGILOOS: GOOGLISE
EGGILOOZ: GOOGLIEZ
EGGINNOS: GEIGNONS
EGGINNRT: GRIGNENT
EGGINNSS: GINSENGS
EGGINNTU: GUIGNENT
EGGINORR: GORGERIN
EGGINORT: GRIGNOTE
EGGINORZ: GROGNIEZ
EGGINOSV: VIGOGNES
EGGINOTT: GIGOTENT
EGGINRUX: GRIGNEUX
EGGINSTU: GINGUETS
EGGIORRU: GRUGEOIR
EGGIOSTT: GIGOTTES
EGGIRSUU: GIGUEURS
EGGJORSU: JOGGEURS
EGGLNOOT: GOOGLENT
EGGNNOOT: GNOGNOTE
EGGNNORT: GROGNENT
EGGNOORS: GOGERONS
          GORGEONS
          GORGONES
EGGNOORT: GOGERONT
EGGNOOSU: GOUGEONS
EGGNOOTU: GOGUENOT
EGGNOOUU: GOUGOUNE
EGGNORRU: GROGNEUR
EGGNORSU: GRUGEONS
EGGRRSUU: GRUGEURS
EGGSSSUU: GUGUSSES
EGHIIKRZ: KIRGHIZE
EGHILNOU: HUGOLIEN
EGHILNSS: SHINGLES
EGHINOOR: HONGROIE
EGHINORZ: HONGRIEZ
EGHINPRY: PHRYGIEN
EGHINPSS: SPHINGES
EGHIOQTU: GOTHIQUE
EGHLMNOP: PHLEGMON
EGHLMOOS: MOGHOLES
EGHLNORS: LEGHORNS
EGHLOORR: HORLOGER
EGHLOORS: HORLOGES
EGHLOPRY: HYPERGOL
EGHNNORT: HONGRENT
EGHNOORY: HONGROYE
EGHNOPYY: HYPOGYNE
EGHNORRU: HONGREUR
EGHNOTUU: HUGUENOT
EGIIILVZ: VIGILIEZ
EGIIIMTZ: MITIGIEZ
EGIIINRV: VIRGINIE
EGIIJNOZ: JOIGNIEZ
EGIILLRZ: GRILLIEZ
EGIILLSS: SIGILLES
EGIILMOZ: LIMOGIEZ
EGIILNNS: LIGNINES
EGIILNNU: LINGUINE
EGIILNOR: ORIGINEL
          RELIGION
EGIILNOS: LIEGIONS
EGIILNRS: RIESLING
EGIILNRU: LIGURIEN
EGIILNST: LIGNITES
EGIILNTV: VIGILENT
EGIILORT: TRILOGIE
EGIILORU: OLIGURIE
EGIILORZ: RIGOLIEZ
EGIILOST: OLIGISTE
EGIILOTZ: LIGOTIEZ
EGIILOVZ: VOLIGIEZ
EGIILRST: STRIGILE
EGIILRTU: LITURGIE
EGIILSSZ: GLISSIEZ
EGIIMMRR: IMMIGRER
EGIIMMRS: IMMIGRES
EGIIMMRZ: IMMIGREZ
EGIIMNOS: OIGNIMES
EGIIMNOV: IGNIVOME
EGIIMNOZ: GOMINIEZ
EGIIMNRS: INGRISME
EGIIMNTT: MITIGENT
EGIIMOPT: IMPETIGO
EGIIMORR: GRIMOIRE
EGIIMPRZ: GRIMPIEZ
EGIIMPUZ: GUIMPIEZ
EGIIMRTU: MITIGEUR
EGIIMRUZ: MUGIRIEZ
EGIINNSS: INSIGNES
EGIINOPR: PEIGNOIR
EGIINOPS: PIEGIONS
EGIINOPZ: POIGNIEZ
EGIINORR: ORIGINER
EGIINORS: ERIGIONS
          ORIGINES
          REGINOIS
EGIINORV: IGNIVORE
          VIOGNIER
EGIINORZ: IGNORIEZ
          ORIGINEZ
EGIINOSS: OIGNISSE
          SIEGIONS
EGIINOST: ETIGIONS
          OIGNITES
EGIINOSX: EXIGIONS
EGIINOSZ: SOIGNIEZ
EGIINRST: INGRISTE
EGIINRTU: INTRIGUE
EGIINRUZ: RUGINIEZ
EGIINSTU: INSTIGUE
EGIINTUZ: GUNITIEZ
EGIINUZZ: ZINGUIEZ
EGIIORSS: RIGOISES
EGIIORSV: GRIVOISE
EGIIPPRZ: GRIPPIEZ
EGIIPSST: PIGISTES
EGIIRRRU: IRRIGUER
EGIIRRSU: IRRIGUES
EGIIRRUZ: IRRIGUEZ
          RUGIRIEZ
EGIIRSUV: VIGUIERS
EGIISSTT: TIGISTES
EGIJLNOZ: JONGLIEZ
EGIJLUUZ: JUGULIEZ
EGIJNNOT: JOIGNENT
EGIJNNSU: JUNGIENS
EGIKKNRT: TREKKING
EGIKLOPV: VOGELPIK
EGILLNRT: GRILLENT
EGILLNSU: LIGNEULS
          LINGULES
EGILLOOR: GLORIOLE
EGILLOPU: GOUPILLE
EGILLORS: GIROLLES
          GORILLES
          GRISOLLE
EGILLORU: GROUILLE
EGILLOSS: GELISOLS
EGILLOSU: GOUILLES
EGILMMNS: LEMMINGS
EGILMNOT: LIMOGENT
EGILMOOY: MYOLOGIE
EGILMORS: GLOMERIS
EGILNNNO: LINGONNE
EGILNNOR: LONGRINE
EGILNNOS: GLENIONS
EGILNNOT: TIGLONNE
EGILNOPZ: PLONGIEZ
EGILNORS: GRELIONS
          ONGLIERS
          REGLIONS
EGILNORT: LINGOTER
          RIGOLENT
EGILNORZ: LORGNIEZ
EGILNOSS: GLOSSINE
EGILNOST: LENTIGOS
          LINGOTES
EGILNOSU: LEGUIONS
          SOULIGNE
EGILNOTT: LIGOTENT
EGILNOTU: ENGLOUTI
EGILNOTV: VOLIGENT
EGILNOTZ: LINGOTEZ
EGILNRRT: TRINGLER
EGILNRST: STERLING
          TRINGLES
EGILNRSU: LIGNEURS
          SURLIGNE
EGILNRTZ: TRINGLEZ
EGILNSST: GLISSENT
          SINGLETS
EGILNSTU: LINGUETS
          SINGULET
EGILNSTW: WINGLETS
EGILOOOT: OTOLOGIE
EGILOOOZ: ZOOLOGIE
EGILOORT: RIGOLOTE
EGILOORU: UROLOGIE
EGILOOSU: ISOLOGUE
EGILOQSU: LOGIQUES
EGILORRS: GRISOLER
          REGLOIRS
EGILORRT: TRIERGOL
EGILORRU: RIGOLEUR
EGILORSS: GRISOLES
EGILORSU: ORGUEILS
EGILORSZ: GRISOLEZ
EGILORTU: TRILOGUE
EGILORTV: VOLTIGER
EGILORUU: GUEULOIR
EGILORUX: GLORIEUX
EGILOSST: GLOSSITE
          LOGISTES
EGILOSTV: VOLTIGES
EGILOTVZ: VOLTIGEZ
EGILRRUV: VIRGULER
EGILRSSU: GLISSEUR
EGILRSUU: LIGUEURS
EGILRSUV: VIRGULES
EGILRUVZ: VIRGULEZ
EGIMMNOS: GEMMIONS
EGIMMORS: GOMMIERS
EGIMNNNO: MIGNONNE
EGIMNNOS: GEMINONS
EGIMNNOT: GOMINENT
EGIMNOQU: GNOMIQUE
EGIMNORS: EMIGRONS
          GEMIRONS
          GERMIONS
          MEGIRONS
EGIMNORT: GEMIRONT
          MEGIRONT
          MIGNOTER
EGIMNOST: MIGNOTES
EGIMNOSY: MISOGYNE
EGIMNOTZ: MIGNOTEZ
EGIMNPRT: GRIMPENT
EGIMNPST: PIGMENTS
EGIMNPTU: GUIMPENT
EGIMNQUY: GYMNIQUE
EGIMNRTU: MUGIRENT
EGIMNRUY: GYNERIUM
EGIMORRS: GERMOIRS
EGIMORSU: GOUMIERS
          ROUGIMES
EGIMORUZ: MORGUIEZ
EGIMPRRS: GRIMPERS
EGIMPRRU: GRIMPEUR
EGIMRRSU: GRUMIERS
EGIMRSSU: SURGIMES
EGIMSSSU: MUGISSES
EGIMSSUZ: MUGISSEZ
EGINNOPS: PEIGNONS
EGINNOPT: POIGNENT
EGINNORR: GIRONNER
EGINNORS: GENRIONS
          GIRONNES
          GRENIONS
          GRISONNE
          INGERONS
          REGNIONS
EGINNORT: IGNORENT
          TIGRONNE
          TONGRIEN
EGINNORU: URGONIEN
EGINNORV: VIGNERON
EGINNORZ: GIRONNEZ
          ZIGONNER
EGINNOSS: SINGEONS
EGINNOST: SOIGNENT
          TEIGNONS
          TONGIENS
EGINNOSV: VENGIONS
EGINNOSZ: ZIGONNES
EGINNOTU: TONGUIEN
EGINNOZZ: ZIGONNEZ
EGINNRTU: RUGINENT
EGINNSUZ: GUNZIENS
EGINNTTU: GUNITENT
EGINNTUZ: ZINGUENT
EGINOOOV: OVOGONIE
EGINOOSS: ISOGONES
EGINOPRS: PIGERONS
EGINOPRT: PIGERONT
EGINOPRV: PROVIGNE
EGINOPST: POIGNETS
          PONGISTE
EGINOPSU: PEGUIONS
EGINOPUZ: POUGNIEZ
EGINOQSU: GNOSIQUE
EGINORRS: REGIRONS
EGINORRT: REGIRONT
EGINORSS: EGRISONS
          GRESIONS
EGINORST: GITERONS
          TIGERONS
          TRIGONES
EGINORSU: GUERISON
          OUGRIENS
          SOIGNEUR
EGINORSV: GREVIONS
          IVROGNES
EGINORTT: GITERONT
          TIGERONT
EGINORTV: GRIVETON
EGINOSST: GESTIONS
EGINOSSV: VESSIGON
          VOSGIENS
EGINOSUX: SOIGNEUX
EGINOTTU: GOUTTINE
EGINOTUU: GUITOUNE
EGINPPRT: GRIPPENT
EGINPRRS: SPRINGER
EGINPRSS: PRESSING
EGINPRSU: PERUGINS
EGINRRSU: INSURGER
EGINRRTU: RUGIRENT
EGINRSSS: GRESSINS
