AAAABIKLL: BALALAIKA
           RELIFTENT
           TREFILENT
EEFILNRUZ: INFLUEREZ
EEFILOOST: FOLIOTEES
EEFILOPRR: PROLIFERE
           REPROFILE
EEFILOPRS: PERFOLIES
           PROFILEES
EEFILORRZ: FROLERIEZ
EEFILORSS: FRISOLEES
EEFILORSU: FOULERIES
EEFILORSZ: SOLFIEREZ
EEFILORUZ: FLOUERIEZ
           FOULERIEZ
           REFOULIEZ
EEFILOSTU: FILOUTEES
EEFILPPRZ: FLIPPEREZ
EEFILPRRS: PERSIFLER
EEFILPRSS: PERSIFLES
EEFILPRST: REPLETIFS
EEFILPRSZ: PERSIFLEZ
EEFILPSTX: EXPLETIFS
EEFILQRUZ: FLIQUEREZ
EEFILQSSU: FLIQUESSE
EEFILQSTU: FELQUISTE
EEFILQTTU: FLIQUETTE
EEFILRRRU: REFLEURIR
EEFILRRSU: REFLEURIS
EEFILRRTU: REFLEURIT
           TREFILEUR
EEFILRRTX: EXFILTRER
EEFILRRTZ: FILTREREZ
           FLETRIREZ
           FLIRTEREZ
EEFILRRUZ: FLEURIREZ
EEFILRSST: FLETRISSE
EEFILRSSU: FLEURISSE
           FRILEUSES
           SURFILEES
EEFILRSTT: FLETRITES
           RIFLETTES
EEFILRSTU: FILTREUSE
           FLEURISTE
           FLEURITES
           FLIRTEUSE
EEFILRSTX: EXFILTRES
EEFILRSUY: FILEYEURS
EEFILRTUZ: FLUTERIEZ
EEFILRTXZ: EXFILTREZ
EEFILRUXZ: FLUXERIEZ
EEFILSSTU: LIFTEUSES
           SULFITEES
EEFIMNORR: RENFORMIE
           RENIFORME
EEFIMNORS: ENSIFORME
           INFORMEES
           MEFIERONS
           SOMNIFERE
EEFIMNORT: MEFIERONT
EEFIMNOSU: ENFOUIMES
EEFIMNOTZ: FOMENTIEZ
EEFIMNRRT: FREMIRENT
           FRIMERENT
EEFIMNTTU: TUMEFIENT
EEFIMOPRR: IMPERFORE
EEFIMOPRT: PIFOMETRE
EEFIMORRT: MORTIFERE
EEFIMORRZ: FORMERIEZ
           REFORMIEZ
EEFIMOTUZ: MOUFETIEZ
EEFIMPPRT: PREEMPTIF
EEFIMRSSS: FREMISSES
EEFIMRSSU: FRIMEUSES
EEFIMRSSZ: FREMISSEZ
EEFINNOPR: FRIPONNEE
EEFINNOSU: FUSIONNEE
EEFINNRST: ENFREINTS
           SNIFERENT
EEFINNRTU: ENFUIRENT
EEFINNSTT: FESTINENT
           INFESTENT
EEFINNSTU: ENSUIFENT
EEFINORRS: REFERIONS
EEFINORRT: FOIRERENT
           FRONTIERE
EEFINORRU: FOURNIERE
EEFINORST: FETERIONS
EEFINORSZ: FOREZIENS
EEFINORUZ: ENFOUIREZ
           FOUINEREZ
EEFINOSSU: ENFOUISSE
EEFINOSTT: FESTOIENT
EEFINOSTU: ENFOUITES
EEFINOSUU: FOUINEUSE
EEFINPRRT: FRIPERENT
EEFINPRSU: SUPERFINE
EEFINPRTV: PREVENTIF
EEFINPRTX: PREFIXENT
EEFINRRST: FRISERENT
EEFINRRSU: FREINEURS
EEFINRRTT: FRITERENT
EEFINRSST: REFISSENT
EEFINRSTU: FEINTEURS
           FEUTRINES
           SUIFERENT
EEFINRSUZ: INFUSEREZ
EEFINRTTT: FITTERENT
EEFINRTTU: FUITERENT
EEFINSSSU: ENFUISSES
           SNIFEUSES
EEFINSSTX: EXTENSIFS
EEFINSTTU: INFUSETTE
EEFIOPRRS: SPORIFERE
EEFIOPRRZ: PERFORIEZ
           PROFERIEZ
EEFIORRRT: TORREFIER
EEFIORRRU: FOURRIERE
EEFIORRSS: ROSIFERES
EEFIORRST: FORESTIER
           ROTIFERES
           TORREFIES
EEFIORRSU: OEUFRIERS
           SOUFRIERE
EEFIORRTZ: TORREFIEZ
EEFIORRUZ: FROUERIEZ
EEFIORSSS: FROISSEES
           OSSIFERES
EEFIORSST: FRISOTEES
EEFIORSSU: FOIREUSES
           SERFOUIES
EEFIORSTT: FRISOTTEE
EEFIORTUZ: REFOUTIEZ
EEFIOSTYZ: FESTOYIEZ
EEFIOTTUZ: FOUETTIEZ
EEFIPRRSS: REPRESSIF
EEFIPRRTU: PUTREFIER
EEFIPRSSX: EXPRESSIF
EEFIPRSTU: PUTREFIES
           STUPEFIER
EEFIPRSUZ: PERFUSIEZ
EEFIPRTUZ: PUTREFIEZ
EEFIPSSTU: STUPEFIES
EEFIPSTUZ: STUPEFIEZ
EEFIQRRSU: FERRIQUES
EEFIRRSTU: IRREFUTES
EEFIRRSUZ: SURFERIEZ
EEFIRRTTY: YTTRIFERE
EEFIRRTTZ: FRITTEREZ
EEFIRSSSU: FISSUREES
EEFIRSSTT: FRISETTES
EEFIRSSTU: FRITEUSES
EEFIRSSUU: FURIEUSES
EEFJORSTT: FORJETTES
EEFKLOSSU: FOLKEUSES
EEFLLMNOT: FOLLEMENT
EEFLLMORS: FORMELLES
EEFLLMORU: FUMEROLLE
EEFLLNSTU: FUSELLENT
EEFLLOSTT: FOLLETTES
EEFLMNORT: FROLEMENT
           MOFLERENT
EEFLMOORS: FORMOLEES
EEFLMORRU: REFORMULE
EEFLMORRZ: MORFLEREZ
EEFLMORSU: FORMULEES
           FUMEROLES
EEFLMORUZ: MOUFLEREZ
EEFLMOTTU: MOUFLETTE
EEFLMRTUX: FLUXMETRE
EEFLNNOOU: FOULONNEE
EEFLNNORS: ENFLERONS
EEFLNNORT: ENFLERONT
EEFLNNORU: FLEURONNE
EEFLNORRS: FERLERONS
EEFLNORRT: FERLERONT
           FROLERENT
EEFLNORRU: RENFLOUER
EEFLNORRZ: RONFLEREZ
EEFLNORST: REFLETONS
EEFLNORSU: FEULERONS
           RENFLOUES
           RONFLEUSE
EEFLNORTT: RONFLETTE
EEFLNORTU: FEULERONT
           FLOUERENT
           FOULERENT
           REFOULENT
EEFLNORUZ: RENFLOUEZ
EEFLNOSSU: SULFONEES
EEFLNRTTU: FLUTERENT
EEFLNRTUX: FLUXERENT
EEFLOQRUZ: FLOQUEREZ
EEFLOQSUU: FELOUQUES
EEFLORRUU: REFOULEUR
EEFLORSSU: FROLEUSES
EEFLORTTZ: FLOTTEREZ
EEFLORTUZ: FLOUTEREZ
EEFLOSSUU: FOULEUSES
EEFLPRSUU: SUPERFLUE
EEFLQRTUU: FRELUQUET
EEFLRSSUU: SULFUREES
EEFMNNORS: ENFERMONS
EEFMNNORU: FUMERONNE
EEFMNNOTT: FOMENTENT
EEFMNOORS: NEOFORMES
EEFMNORRS: FERMERONS
           REFERMONS
EEFMNORRT: FERMERONT
           FORMERENT
           REFORMENT
EEFMNORTT: FORTEMENT
EEFMNORTU: FOMENTEUR
EEFMNOTTU: MOUFETENT
EEFMOPRRR: PERFORMER
           PREFORMER
EEFMOPRRS: PERFORMES
           PREFORMES
EEFMOPRRZ: PERFORMEZ
           PREFORMEZ
EEFMORRRU: REFORMEUR
EEFMORRST: FORMERETS
EEFMORTUZ: MOUFTEREZ
EEFMOSTTU: MOUFETTES
EEFMRRSUZ: SMURFEREZ
EEFMRSSUU: SMURFEUSE
EEFNNORRS: ENFERRONS
           REFRENONS
EEFNNORRU: ENFOURNER
EEFNNORST: FENESTRON
           FENETRONS
           FESTONNER
EEFNNORSU: ENFOURNES
EEFNNORUZ: ENFOURNEZ
EEFNNOSST: FESTONNES
EEFNNOSTZ: FESTONNEZ
EEFNOPRRS: PREFERONS
EEFNOPRRT: PERFORENT
           PROFERENT
EEFNORRRS: FERRERONS
EEFNORRRT: FERRERONT
EEFNORRST: FRETERONS
EEFNORRSU: ENSOUFRER
EEFNORRTT: FRETERONT
EEFNORRTU: FROUERENT
EEFNORSSS: FESSERONS
EEFNORSST: FESSERONT
EEFNORSSU: ENSOUFRES
EEFNORSTU: FORTUNEES
EEFNORSUZ: ENSOUFREZ
EEFNORTTU: REFOUTENT
EEFNOTTTU: FOUETTENT
EEFNPRSTU: PERFUSENT
EEFNQRSTU: FREQUENTS
EEFNRRSTU: SURFERENT
EEFOORUVY: FOURVOYEE
EEFOOSSSY: FOSSOYEES
EEFOOSSTU: FOOTEUSES
EEFOPRRSS: PROFESSER
EEFOPRSSS: PROFESSES
EEFOPRSSZ: PROFESSEZ
EEFORRRTT: TERREFORT
EEFORRRTU: FERROUTER
EEFORRRUZ: FOURREREZ
EEFORRSTU: FERROUTES
EEFORRSUU: FOURREUSE
EEFORRSUZ: SOUFREREZ
EEFORRTTZ: FROTTEREZ
EEFORRTUZ: FERROUTEZ
           REFOUTREZ
EEFORSSUU: SOUFREUSE
EEFORSTTU: FROTTEUSE
EEFORSTUU: REFOUTUES
EEFORSTUY: FESTOYEUR
EEFORTTUU: FOUETTEUR
EEFOSSSTT: FOSSETTES
EEFOSSTUU: FOUTEUSES
EEFRRSSSU: FRESSURES
EEFRRSSTU: FRUSTREES
EEFRRSTUU: FURETEURS
EEFRSSSUU: SURFEUSES
EEGGHLOPY: GEOGLYPHE
EEGGIILNZ: NEGLIGIEZ
EEGGIIMNS: GEIGNIMES
EEGGIINSS: GEIGNISSE
EEGGIINST: GEIGNITES
EEGGIIRUZ: GIGUERIEZ
EEGGIJORZ: JOGGERIEZ
EEGGILNNT: NEGLIGENT
EEGGILNOU: GUIGNOLEE
EEGGILOOR: ERGOLOGIE
EEGGILOOS: GEOLOGIES
           GOOGLISEE
EEGGILOTT: GIGOLETTE
EEGGINORR: GREGORIEN
           GROGNERIE
EEGGINORS: GEORGIENS
EEGGINORT: GRIGNOTEE
EEGGINORZ: ENGORGIEZ
EEGGINRRZ: GRIGNEREZ
EEGGINRSU: GRIGNEUSE
EEGGINRTU: GIGUERENT
EEGGINRUZ: GUIGNEREZ
EEGGINTTU: GINGUETTE
           GUIGNETTE
EEGGIOQRU: GEORGIQUE
EEGGIORRU: EGRUGEOIR
EEGGIORRZ: GORGERIEZ
           REGORGIEZ
EEGGIORTZ: GIGOTEREZ
EEGGIORUZ: GOUGERIEZ
EEGGIOSTT: GIGOTTEES
EEGGIOSTU: GIGOTEUSE
EEGGIRRTU: REGURGITE
EEGGIRRUZ: GRUGERIEZ
EEGGIRSUZ: SUGGERIEZ
EEGGISSUU: GIGUEUSES
EEGGJNORT: JOGGERENT
EEGGJOSSU: JOGGEUSES
EEGGLOORZ: GOOGLEREZ
EEGGLOOSU: GEOLOGUES
EEGGNNORT: ENGORGENT
EEGGNOORS: EGORGEONS
EEGGNORRR: RENGORGER
EEGGNORRS: RENGORGES
EEGGNORRT: GORGERENT
           REGORGENT
EEGGNORRZ: GROGNEREZ
           RENGORGEZ
EEGGNORSU: EGRUGEONS
           GROGNEUSE
EEGGNORSV: VERGOGNES
EEGGNORTU: GOUGERENT
EEGGNRRTU: GRUGERENT
EEGGNRSTU: SUGGERENT
EEGGORRST: GORGERETS
EEGGORRSU: EGORGEURS
EEGGOSTTU: GOGUETTES
EEGHIINRS: HEGIRIENS
EEGHILLSS: SHIGELLES
EEGHILNOT: LITHOGENE
EEGHILNRS: GHRELINES
EEGHILNSW: WHEELINGS
EEGHILOOR: RHEOLOGIE
EEGHILOOT: ETHOLOGIE
           THEOLOGIE
EEGHILOPS: GEOPHILES
EEGHIMNOU: HIGOUMENE
EEGHINOOT: THEOGONIE
EEGHINPRY: GEPHYRIEN
EEGHIOSTT: GHETTOISE
           GOETHITES
EEGHIRSTU: THEURGIES
EEGHLOORR: HORLOGERE
           LOGORRHEE
EEGHLOORU: RHEOLOGUE
EEGHLOOTT: LOGOTHETE
EEGHLOOTU: ETHOLOGUE
EEGHMNOOS: HOMOGENES
EEGHNNOPY: HYPNOGENE
EEGHNOOPS: GEOPHONES
EEGHNOOPT: PHOTOGENE
EEGHNOORR: GONORRHEE
EEGHNOORY: HONGROYEE
EEGHNOPSS: PHOSGENES
EEGHNOPTY: PHYTOGENE
EEGHNORRZ: HONGREREZ
EEGHNOTUU: HUGUENOTE
EEGHOPRRU: POURGHERE
EEGHOPSTY: GEOPHYTES
EEGIIINNZ: INGENIIEZ
EEGIILLSS: SIGILLEES
EEGIILMRT: LEGITIMER
EEGIILMST: LEGITIMES
EEGIILMTZ: LEGITIMEZ
EEGIILNNT: LENTIGINE
EEGIILNNZ: ENLIGNIEZ
EEGIILNOZ: ELOIGNIEZ
EEGIILNPR: EPINGLIER
EEGIILNPZ: EPINGLIEZ
EEGIILNRS: LIGERIENS
           LINGERIES
EEGIILNRZ: LIGNERIEZ
EEGIILNSV: INGELIVES
EEGIILNTT: GENTILITE
EEGIILNUZ: ELINGUIEZ
EEGIILOOT: ETIOLOGIE
EEGIILPRV: PRIVILEGE
EEGIILRSS: GLISSIERE
EEGIILRST: GILETIERS
EEGIILRUX: RELIGIEUX
EEGIILRUZ: LIGUERIEZ
EEGIILRVZ: GRIVELIEZ
           VIGILEREZ
EEGIILSTV: GELIVITES
EEGIIMMRS: IMMIGREES
EEGIIMMRZ: IMMERGIEZ
EEGIIMNNT: MENINGITE
EEGIIMNPS: PEIGNIMES
EEGIIMNRT: TRIGEMINE
EEGIIMNST: TEIGNIMES
EEGIIMNTV: VINGTIEME
EEGIIMRRZ: GRIMERIEZ
           MIGRERIEZ
EEGIIMRSS: MEGISSIER
EEGIIMRTZ: MITIGEREZ
EEGIIMSSZ: GEMISSIEZ
           MEGISSIEZ
EEGIINNNT: INGENIENT
EEGIINNRS: NIGERIENS
EEGIINNRU: INGENIEUR
EEGIINNTU: INGENUITE
EEGIINNUX: INGENIEUX
EEGIINORS: ORIGINEES
           REGINOISE
EEGIINORT: ETEIGNOIR
           GENITOIRE
EEGIINPRR: PINGRERIE
EEGIINPRS: EPREIGNIS
           PEIGNIERS
           REPEIGNIS
EEGIINPRT: EPREIGNIT
           REPEIGNIT
EEGIINPRZ: PIGNERIEZ
EEGIINPSS: PEIGNISSE
EEGIINPST: PEIGNITES
EEGIINRSS: SINGERIES
EEGIINRST: ETREIGNIS
           RETEIGNIS
EEGIINRSZ: RESIGNIEZ
           SIGNERIEZ
           SINGERIEZ
EEGIINRTT: ETREIGNIT
           INTEGRITE
           RETEIGNIT
EEGIINRTU: INTRIGUEE
EEGIINRTZ: INTEGRIEZ
EEGIINRUZ: ZINGUERIE
EEGIINSST: TEIGNISSE
EEGIINSTT: TEIGNITES
EEGIINSTU: INSTIGUEE
EEGIINTVZ: VIGNETIEZ
EEGIIPRUZ: GUIPERIEZ
EEGIIRRSS: GRISERIES
EEGIIRRSU: IRRIGUEES
EEGIIRRSZ: GRISERIEZ
EEGIIRRTZ: TIGRERIEZ
EEGIIRRUZ: GUERIRIEZ
EEGIIRRVZ: GIVRERIEZ
EEGIIRSSZ: REGISSIEZ
EEGIIRSUV: VIGUERIES
EEGIISTUX: EXIGUITES
EEGIJLNOR: JONGLERIE
EEGIJNNNU: JUNGIENNE
EEGIJNNOS: ENJOIGNES
EEGIJNNOZ: ENJOIGNEZ
EEGIJNORS: REJOIGNES
EEGIJNORZ: REJOIGNEZ
EEGIJNUUZ: ENJUGUIEZ
EEGIJPRUZ: PREJUGIEZ
EEGIKLRSU: KIESELGUR
EEGILLMRS: GREMILLES
EEGILLMTU: GUILLEMET
EEGILLNOR: LIGNEROLE
EEGILLNOU: GENOUILLE
EEGILLNRS: NEGRILLES
EEGILLNST: GENTILLES
EEGILLNSU: GUENILLES
EEGILLNTT: GENTILLET
EEGILLOPU: GOUPILLEE
EEGILLORS: EGOSILLER
           GROSEILLE
EEGILLORU: GROUILLEE
EEGILLOSS: EGOSILLES
EEGILLOSZ: EGOSILLEZ
EEGILLRRS: GRESILLER
EEGILLRRZ: GRILLEREZ
EEGILLRSS: GRESILLES
EEGILLRSV: GRIVELLES
EEGILLRSZ: GRESILLEZ
EEGILLRTU: GUILLERET
EEGILMNNO: MELONGINE
EEGILMNOR: MORGELINE
EEGILMNSU: LEGUMINES
EEGILMOOR: OLIGOMERE
EEGILMOOS: MESOLOGIE
EEGILMORS: EGLOMISER
EEGILMORZ: LIMOGEREZ
EEGILMOSS: EGLOMISES
EEGILMOSZ: EGLOMISEZ
EEGILMRSU: LEGUMIERS
EEGILMRUZ: GRUMELIEZ
EEGILNNNT: ENLIGNENT
EEGILNNOT: ELOIGNENT
EEGILNNPT: EPINGLENT
EEGILNNRT: LIGNERENT
EEGILNNTU: ELINGUENT
EEGILNOOO: OENOLOGIE
EEGILNOOP: PENOLOGIE
EEGILNOOS: NEOLOGIES
           NEOLOGISE
           SENOLOGIE
EEGILNOPS: ESPINGOLE
EEGILNORS: ELEGIRONS
           GELERIONS
           LIEGERONS
           REGELIONS
EEGILNORT: ELEGIRONT
           LIEGERONT
EEGILNORV: NEVROGLIE
EEGILNORZ: LONGERIEZ
EEGILNOST: LINGOTEES
EEGILNOSU: SOULIGNEE
EEGILNOSV: LEVIGEONS
EEGILNOTT: GELINOTTE
EEGILNOTU: ENGLOUTIE
EEGILNOTV: LONGEVITE
EEGILNPSS: SLEEPINGS
EEGILNRSS: RESINGLES
EEGILNRST: TRINGLEES
EEGILNRSU: SURLIGNEE
EEGILNRTU: LIGUERENT
EEGILNRTV: GRIVELENT
EEGILNSSU: LIGNEUSES
EEGILNSTT: LIGNETTES
           LINGETTES
           SINGLETTE
EEGILNTTU: LINGUETTE
EEGILOORS: SEROLOGIE
EEGILOOSX: SEXOLOGIE
EEGILOPRR: PROLIGERE
EEGILOPRU: EPILOGUER
EEGILOPSU: EPILOGUES
EEGILOPTT: EPIGLOTTE
EEGILOPUZ: EPILOGUEZ
EEGILORRZ: RIGOLEREZ
EEGILORST: REGOLITES
           SORTILEGE
EEGILORSU: GLORIEUSE
           RIGOLEUSE
EEGILORSZ: GLOSERIEZ
EEGILORTT: GLORIETTE
EEGILORTZ: GRELOTIEZ
           LIGOTEREZ
EEGILORUZ: LOGUERIEZ
EEGILORVZ: VOLIGEREZ
EEGILRRSU: REGULIERS
EEGILRRUV: GRIVELEUR
           GRIVELURE
EEGILRSSS: REGLISSES
EEGILRSSZ: GLISSEREZ
EEGILRSUV: GELIVURES
           VIRGULEES
EEGILRSUZ: SURGELIEZ
EEGILSSSU: GLISSEUSE
EEGILSSUU: LIGUEUSES
EEGIMMNOZ: ENGOMMIEZ
EEGIMMNRT: IMMERGENT
EEGIMMORZ: GOMMERIEZ
           REGOMMIEZ
EEGIMNNTT: GENTIMENT
EEGIMNOOR: ERGONOMIE
           GOEMONIER
EEGIMNOOT: MOTONEIGE
EEGIMNOPR: EMPOIGNER
EEGIMNOPS: EMPOIGNES
EEGIMNOPZ: EMPOIGNEZ
EEGIMNOQU: GENOMIQUE
EEGIMNORR: MORIGENER
EEGIMNORS: EGERMIONS
           EMERGIONS
           MORIGENES
EEGIMNORT: TEMOIGNER
EEGIMNORZ: GOMINEREZ
           MORIGENEZ
EEGIMNOST: GENOMISTE
           MIGNOTEES
           MITOGENES
           TEMOIGNES
EEGIMNOTZ: TEMOIGNEZ
EEGIMNPRR: IMPREGNER
EEGIMNPRS: IMPREGNES
EEGIMNPRT: PIGMENTER
EEGIMNPRZ: IMPREGNEZ
EEGIMNPST: PIGMENTES
EEGIMNPTZ: PIGMENTEZ
EEGIMNRRT: GRIMERENT
           MIGRERENT
EEGIMNRRU: MERINGUER
EEGIMNRST: REGIMENTS
EEGIMNRSU: MERINGUES
EEGIMNRUZ: MERINGUEZ
EEGIMNSST: GEMISSENT
           GISEMENTS
           MEGISSENT
EEGIMNSTU: STIMUGENE
EEGIMORST: ERGOTISME
EEGIMOSST: EGOTISMES
EEGIMOSTY: STEGOMYIE
EEGIMPRRR: REGRIMPER
EEGIMPRRS: REGRIMPES
EEGIMPRRZ: GRIMPEREZ
           REGRIMPEZ
EEGIMPRSU: GRIMPEUSE
EEGIMPRTT: GRIMPETTE
EEGIMPRUZ: GUIMPEREZ
EEGIMRRSU: SURREGIME
EEGIMRRUZ: MURGERIEZ
EEGIMTUUZ: MUGUETIEZ
EEGINNNOT: TONGIENNE
EEGINNNUZ: GUNZIENNE
EEGINNOOR: OGNONIERE
           ONIROGENE
EEGINNOOT: ONTOGENIE
EEGINNOPR: PIGEONNER
EEGINNOPS: PIGEONNES
EEGINNOPZ: PIGEONNEZ
EEGINNORS: EGRENIONS
           GENERIONS
           GIRONNEES
EEGINNORT: NITROGENE
EEGINNORU: OUGRIENNE
EEGINNORV: NORVEGIEN
EEGINNOSS: SONEGIENS
EEGINNOST: ETEIGNONS
EEGINNOSV: VOSGIENNE
EEGINNPRT: PIGNERENT
EEGINNRST: RESIGNENT
           SIGNERENT
           SINGERENT
EEGINNRTT: INTEGRENT
EEGINNTTV: VIGNETENT
EEGINOORS: OROGENIES
EEGINOOSV: OVOGENIES
EEGINOPRS: PIEGERONS
EEGINOPRT: PIEGERONT
EEGINOPRV: PROVIGNEE
EEGINOPRZ: POGNERIEZ
           POIGNEREZ
EEGINORRS: ERIGERONS
           GERERIONS
           GREERIONS
           REGREIONS
EEGINORRT: ERIGERONT
           INTERROGE
EEGINORRZ: IGNOREREZ
           ROGNERIEZ
           RONGERIEZ
EEGINORSS: EGRESSION
           SIEGERONS
           SONGERIES
EEGINORST: ERGOTINES
           ETIGERONS
           RETIGEONS
           SIEGERONT
EEGINORSU: GUEERIONS
EEGINORSX: EXIGERONS
EEGINORSZ: SOIGNEREZ
           SONGERIEZ
EEGINORTT: ETIGERONT
EEGINORTX: EXIGERONT
EEGINOSSU: SOIGNEUSE
EEGINOSSV: SEGOVIENS
EEGINOSTV: VEGETIONS
EEGINOXYZ: OXYGENIEZ
EEGINPRRS: PEREGRINS
EEGINPRRT: TREPIGNER
EEGINPRST: TREPIGNES
EEGINPRSU: PEIGNEURS
           PEIGNURES
           PERUGINES
EEGINPRTU: GUIPERENT
EEGINPRTZ: TREPIGNEZ
EEGINPRUZ: REPUGNIEZ
EEGINPSTY: EGYPTIENS
EEGINQRSU: INGRESQUE
EEGINRRST: GRISERENT
           TRIREGNES
EEGINRRSU: GRUERIENS
           SERINGUER
EEGINRRTT: TIGRERENT
EEGINRRTU: GUERIRENT
EEGINRRTV: GIVRERENT
EEGINRRUZ: RUGINEREZ
EEGINRSST: REGISSENT
EEGINRSSU: INSURGEES
           SEIGNEURS
           SERINGUES
EEGINRSSY: SYNERGIES
EEGINRSTU: GENITEURS
EEGINRSUZ: SERINGUEZ
EEGINRTTU: RINGUETTE
EEGINRTUV: VIGNETURE
EEGINRTUZ: GUNITEREZ
EEGINRUUX: ERUGINEUX
EEGINRUZZ: ZINGUEREZ
EEGINSSUX: GNEISSEUX
EEGINSTTV: VIGNETTES
EEGINSTUU: GUNITEUSE
EEGINSUUZ: ZINGUEUSE
EEGIOORSU: ROUGEOIES
EEGIOPRTZ: PROTEGIEZ
EEGIOPSST: PEGOSITES
EEGIOQSTU: EGOTIQUES
EEGIORRRV: REVIGORER
EEGIORRSS: GROSSERIE
           GROSSIERE
           REGROSSIE
EEGIORRSU: GUERROIES
EEGIORRSV: REVIGORES
EEGIORRUZ: GOURERIEZ
EEGIORRVZ: REVIGOREZ
EEGIORSSS: GERSOISES
EEGIORSSZ: GOSSERIEZ
EEGIORSTU: EGOUTIERS
           GOITREUSE
           GUERETOIS
EEGIORTTU: GIROUETTE
           GOUTTIERE
EEGIORTUZ: GOUTERIEZ
EEGIORUVZ: VOGUERIEZ
EEGIOSSTT: EGOTISTES
EEGIOTTUZ: EGOUTTIEZ
EEGIPPRRZ: GRIPPEREZ
EEGIPRRUZ: PURGERIEZ
EEGIPRSST: PRESTIGES
EEGIPRSSY: GYPSERIES
           GYPSIERES
EEGIPRSTT: GRIPETTES
EEGIPRUUX: PERIGUEUX
EEGIPRUXZ: EXPURGIEZ
EEGIQSSTU: GESTIQUES
EEGIRRRST: REGISTRER
EEGIRRRSU: GUERRIERS
EEGIRRSST: REGISTRES
EEGIRRSSU: REGISSEUR
           RESSURGIE
           RESURGIES
EEGIRRSTU: GRUTIERES
EEGIRRSTZ: REGISTREZ
EEGIRRTUZ: GRUTERIEZ
EEGIRSSST: TIGRESSES
EEGIRSSSU: GUERISSES
EEGIRSSTT: GRISETTES
EEGIRSSTV: GREVISTES
EEGIRSSUV: GIVREUSES
EEGIRSSUZ: GUERISSEZ
EEGJLNORZ: JONGLEREZ
EEGJLNOSU: JONGLEUSE
EEGJLRUUZ: JUGULEREZ
EEGJMNOSU: MEJUGEONS
EEGJMNSTU: JUGEMENTS
EEGJNNOOU: GOUJONNEE
EEGJNNTUU: ENJUGUENT
EEGJNORSU: REJUGEONS
EEGJNPRTU: PREJUGENT
EEGKNORUU: GUERENOUK
EEGLLLMSU: GLUMELLES
EEGLLMMOR: GROMMELLE
EEGLLMORU: GLOMERULE
EEGLLMRSU: GRUMELLES
EEGLLNNOS: GONNELLES
EEGLLNOOS: LONGEOLES
EEGLMMORR: GROMMELER
EEGLMMORS: GROMMELES
EEGLMMORZ: GROMMELEZ
EEGLMNOOS: GOMENOLES
           MENOLOGES
EEGLMNOST: LOGEMENTS
EEGLMNRTU: GRUMELENT
EEGLMOSSS: GLOSSEMES
EEGLMRRUU: GRUMELURE
EEGLMRUUX: GRUMELEUX
EEGLNNOOS: ELONGEONS
           ENLOGEONS
EEGLNNORS: GLENERONS
           GRENELONS
EEGLNNORT: GLENERONT
           LONGERENT
EEGLNOOOU: OENOLOGUE
EEGLNOOPR: PROLONGEE
EEGLNOOPS: GENOPOLES
EEGLNOORS: RELOGEONS
EEGLNOOSU: SENOLOGUE
EEGLNOPRR: REPLONGER
EEGLNOPRS: REPLONGES
EEGLNOPRZ: PLONGEREZ
           REPLONGEZ
EEGLNOPSU: PLONGEUSE
EEGLNORRS: GRELERONS
           REGLERONS
EEGLNORRT: GRELERONT
           REGLERONT
EEGLNORRZ: LORGNEREZ
EEGLNORST: GLOSERENT
           ROTENGLES
EEGLNORSU: LEGUERONS
           LORGNEUSE
           RELEGUONS
EEGLNORTT: GRELOTENT
           LORGNETTE
EEGLNORTU: LEGUERONT
           LOGUERENT
EEGLNOSSY: LYSOGENES
EEGLNOSTT: ONGLETTES
EEGLNOSUU: EGUEULONS
EEGLNOTTU: LONGUETTE
EEGLNOTUU: GUEULETON
EEGLNRSTU: SURGELENT
EEGLOORSU: ROUGEOLES
EEGLOOSUX: SEXOLOGUE
EEGLORRTT: GRELOTTER
EEGLORSTT: GRELOTTES
EEGLORSVY: LEVOGYRES
EEGLORTTZ: GRELOTTEZ
EEGLORTUU: TEURGOULE
EEGLOSSTT: GLOSSETTE
EEGLOSTTU: GOULETTES
EEGLPRSSU: SPERGULES
EEGMMNNOT: ENGOMMENT
EEGMMNORS: GEMMERONS
EEGMMNORT: GEMMERONT
           GOMMERENT
           REGOMMENT
EEGMMNRTU: URGEMMENT
EEGMMOSSU: GOMMEUSES
EEGMMOSTT: GOMMETTES
EEGMNNOOS: MONOGENES
EEGMNNORS: MENSONGER
EEGMNNORT: RONGEMENT
EEGMNNORU: MORGUENNE
EEGMNNOSS: MENSONGES
EEGMNOORS: ERGONOMES
EEGMNOPSU: EMPEGUONS
EEGMNORRS: GERMERONS
EEGMNORRT: GERMERONT
EEGMNOSTY: GYNOSTEME
EEGMNOSYZ: ZYMOGENES
EEGMNRRTU: MURGERENT
EEGMNSTTU: TEGUMENTS
EEGMNTTUU: MUGUETENT
EEGMORRTY: GYROMETRE
EEGMORRUU: ROUMEGUER
EEGMORRUZ: MORGUEREZ
EEGMORSTU: MEGOTEURS
EEGMORSUU: ROUMEGUES
EEGMORTTU: GOURMETTE
EEGMORUUZ: ROUMEGUEZ
EEGMSTTUU: MUGUETTES
EEGNNNORS: ENGRENONS
EEGNNOOPS: EPONGEONS
EEGNNOPRT: POGNERENT
EEGNNORRS: GRENERONS
           REGNERONS
EEGNNORRT: GRENERONT
           REGNERONT
           ROGNERENT
           RONGERENT
EEGNNORST: REGENTONS
           ROENTGENS
           SONGERENT
