AAABCC: CACABA
EEFMMS: FEMMES
EEFMNU: ENFUME
EEFMOR: FORMEE
EEFMRR: FERMER
EEFMRS: FERMES
EEFMRU: REFUME
EEFMRZ: FERMEZ
EEFMSU: FUMEES
EEFNOS: FOENES
EEFNOU: FOUENE
EEFNRS: ENFERS
        FRENES
EEFNST: FENTES
EEFNSU: ENFEUS
EEFNTT: FETENT
EEFNTU: ENFUTE
EEFNUX: ENFEUX
        FUXEEN
EEFORS: FOREES
EEFOSU: FOUEES
EEFOSX: FOXEES
EEFPRT: PREFET
EEFRRR: FERRER
EEFRRS: FERRES
        FRERES
EEFRRT: FERRET
        FRETER
EEFRRZ: FERREZ
EEFRSS: FESSER
EEFRST: FERTES
        FRETES
        TERFES
EEFRSU: FERUES
        REFUSE
        SURFEE
EEFRTT: FRETTE
EEFRTU: FEUTRE
        FURETE
        REFUTE
EEFRTZ: FRETEZ
EEFSSS: FESSES
EEFSSU: FESSUE
        FUSEES
EEFSSZ: FESSEZ
EEFSTU: ETEUFS
        FUTEES
EEFTTU: TUFTEE
EEGGIN: GEIGNE
EEGGIU: GIGUEE
EEGGOR: EGORGE
        GORGEE
EEGGOS: GOGEES
EEGGOU: GOUGEE
EEGGRS: GREGES
EEGGRU: EGRUGE
        GRUGEE
EEGHIR: HEGIRE
EEGILN: GELINE
        LEGINE
        LIGNEE
EEGILR: ELEGIR
        LIEGER
EEGILS: EGLISE
        ELEGIS
        LIEGES
        SEIGLE
        SIGLEE
EEGILT: ELEGIT
EEGILU: LIGUEE
EEGILV: GELIVE
        LEVIGE
EEGILZ: GELIEZ
        LIEGEZ
EEGIMN: ENIGME
        GEMINE
EEGIMR: EMIGRE
        GRIMEE
        MIGREE
        REGIME
        REMIGE
EEGIMS: GEMIES
        MEGIES
EEGINN: GENIEN
        GENINE
EEGINO: EGOINE
EEGINP: GENEPI
        PEIGNE
        PIGNEE
EEGINR: ERIGNE
        INGERE
        NEIGER
        REGNIE
EEGINS: GENIES
        GESINE
        IGNEES
        NEIGES
        SIGNEE
        SINGEE
EEGINT: TEIGNE
EEGINU: GUINEE
EEGINZ: GENIEZ
EEGIOT: GOETIE
EEGIPR: PIEGER
EEGIPS: EPIGES
        PIEGES
        PIGEES
EEGIPU: GUIPEE
EEGIPZ: PIEGEZ
EEGIRR: ERIGER
EEGIRS: EGRISE
        ERIGES
        GESIER
        GRISEE
        REGIES
        SIEGER
EEGIRT: ETIGER
        RETIGE
        TIGREE
EEGIRU: GUERIE
EEGIRV: GIVREE
        VIERGE
EEGIRX: EXIGER
EEGIRZ: ERIGEZ
        GERIEZ
        GREIEZ
EEGISS: SIEGES
EEGIST: ETIGES
        GITEES
EEGISX: EXIGES
EEGISZ: SIEGEZ
EEGITZ: ETIGEZ
EEGIUX: EXIGUE
EEGIUZ: GUEIEZ
EEGIXZ: EXIGEZ
EEGJMU: MEJUGE
EEGJRU: REJUGE
EEGJSU: JUGEES
EEGLLU: GELULE
EEGLMU: LEGUME
        MEUGLE
EEGLNO: ELONGE
        ENLOGE
        LONGEE
        ONGLEE
EEGLNR: GLENER
EEGLNS: GLENES
EEGLNT: GELENT
EEGLNU: ENGLUE
EEGLNZ: GLENEZ
EEGLOR: RELOGE
EEGLOS: ELOGES
        GELOSE
        GEOLES
        GLOSEE
        GOLEES
        LOGEES
EEGLOU: GOULEE
        LOGUEE
EEGLRR: GRELER
        REGLER
EEGLRS: GERLES
        GRELES
        LEGERS
        REGELS
        REGLES
EEGLRT: GRELET
        REGLET
EEGLRU: GELURE
        LEGUER
        REGULE
EEGLRZ: GRELEZ
        REGLEZ
EEGLSU: GLUEES
        LEGUES
        LUGEES
EEGLTU: GUELTE
EEGLUU: GUEULE
EEGLUZ: LEGUEZ
EEGMMO: GOMMEE
EEGMMR: GEMMER
EEGMMS: GEMMES
EEGMMZ: GEMMEZ
EEGMNO: GENOME
EEGMNR: GERMEN
EEGMOR: GEROME
EEGMOT: MEGOTE
EEGMPY: PYGMEE
EEGMRR: GERMER
EEGMRS: GERMES
EEGMRU: MURGEE
EEGMRZ: GERMEZ
EEGMUZ: ZEUGME
EEGNNT: GENENT
EEGNOP: EPONGE
        POGNEE
        PONGEE
EEGNOR: GOREEN
        ROGNEE
        RONGEE
EEGNOS: SONGEE
EEGNOU: ENGOUE
EEGNRR: GRENER
        REGNER
EEGNRS: GENRES
        GREENS
        GRENES
        NEGRES
        REGNES
EEGNRT: GERENT
        GREENT
        REGENT
EEGNRU: GENEUR
        GRENUE
EEGNRV: VENGER
        VERGNE
EEGNRZ: GRENEZ
        REGNEZ
EEGNST: GENETS
        GENTES
        GNETES
        TENGES
EEGNSV: VENGES
EEGNSW: WENGES
EEGNTU: GUEENT
EEGNVZ: VENGEZ
EEGNYZ: ZYGENE
EEGORT: ERGOTE
EEGORU: GOUREE
        ROGUEE
EEGORY: GOYERE
EEGOSS: GOSSEE
EEGOTU: GOUTEE
EEGPRS: PEGRES
EEGPRU: EPURGE
        PEGUER
        PURGEE
EEGPSU: GUEPES
        PEGUES
EEGPUZ: PEGUEZ
EEGRRS: GRESER
EEGRRT: REGRET
EEGRRU: GEREUR
        GREEUR
        GUERRE
EEGRRV: GREVER
        VERGER
EEGRSS: GRESES
        SERGES
EEGRSU: GUERES
EEGRSV: GREVES
        VERGES
EEGRSY: GEYSER
EEGRSZ: GRESEZ
EEGRTT: GETTER
EEGRTU: GRUTEE
        GUERET
        GUETRE
EEGRUV: VERGUE
EEGRVZ: GREVEZ
EEGSSS: GESSES
EEGSST: GESTES
EEGSTU: GUETES
EEGSUU: GUEUSE
EEGSUZ: GUEZES
EEGTTU: GUETTE
EEGUUZ: GUEUZE
EEHILU: HUILEE
EEHILZ: HELIEZ
EEHIMN: HEMINE
EEHINR: HERNIE
EEHINT: ETHNIE
        THEINE
EEHIRT: HERITE
        THEIER
EEHIRZ: HIEREZ
EEHISS: HISSEE
EEHIST: HESITE
EEHKLS: SHEKEL
EEHKMR: KHMERE
EEHLNT: HELENT
EEHLPU: PEUHLE
EEHLRU: HURLEE
EEHLTY: ETHYLE
EEHMNT: MENTHE
EEHMRS: HERMES
        RHEMES
EEHMRU: RHUMEE
EEHMST: THEMES
EEHMSU: HUMEES
EEHMUX: EXHUME
EEHNNS: HENNES
EEHNOT: EHONTE
EEHNPS: SPHENE
EEHNRT: THRENE
EEHNST: STHENE
EEHNSY: HYENES
EEHNTY: ETHYNE
EEHOPR: EPHORE
EEHORR: HERERO
EEHORT: HETERO
EEHOSU: HOUEES
EEHOSX: HEXOSE
EEHOTT: HOTTEE
EEHPPU: HUPPEE
EEHPRS: HERPES
        SPHERE
EEHQTU: THEQUE
EEHRRS: HERSER
EEHRSS: HERSES
EEHRST: ETHERS
        HETRES
EEHRSU: HEURES
EEHRSV: HERVES
EEHRSZ: HERSEZ
EEHRTU: HEURTE
EEHRUZ: HUEREZ
EEHSST: THESES
EEHSTT: THETES
EEHSTU: ETHUSE
EEIILT: ILEITE
EEIILZ: ELIIEZ
EEIIMT: IMITEE
EEIIMX: IXIEME
EEIIMZ: EMIIEZ
EEIIPZ: EPIIEZ
EEIIRS: IRISEE
EEIIST: ETISIE
EEIJTZ: JETIEZ
EEIKLS: LIKEES
EEIKMT: KETMIE
EEIKNP: PEKINE
EEIKRR: KERRIE
EEIKSS: SKIEES
EEILLM: MIELLE
EEILLN: NIELLE
EEILLP: PEILLE
        PILLEE
EEILLS: SEILLE
EEILLT: TEILLE
        TIELLE
        TILLEE
EEILLV: VEILLE
        VIELLE
EEILMN: LIMNEE
EEILMP: EMPILE
        EMPLIE
EEILMR: ELIMER
EEILMS: ELEMIS
        ELIMES
        LIMEES
EEILMT: METEIL
EEILMZ: ELIMEZ
        MELIEZ
EEILNO: EOLIEN
        OLEINE
EEILNP: PLEINE
EEILNR: ENLIER
        LIERNE
EEILNS: ENLIES
        ENLISE
        ENSILE
        LESINE
        SENILE
        SILENE
EEILNT: ELIENT
EEILNV: NIVELE
        VENIEL
EEILNZ: ENLIEZ
EEILOP: EPLOIE
        POILEE
EEILOS: ELOISE
        ISOLEE
        OISELE
EEILOT: ETIOLE
        ETOILE
        TOILEE
EEILOV: VIOLEE
        VOILEE
EEILPP: LIPPEE
EEILPR: EPILER
        REPLIE
EEILPS: EPILES
        PILEES
        PLIEES
EEILPT: PELITE
EEILPU: EPULIE
EEILPZ: EPILEZ
        PELIEZ
EEILRR: IRREEL
        LIERRE
        RELIER
        RELIRE
EEILRS: LISERE
        REELIS
        RELIES
        RELISE
        SERIEL
EEILRT: LITREE
        REELIT
EEILRU: RUILEE
EEILRV: LEVIER
        LIEVRE
        LIVREE
        REVEIL
EEILRX: EXILER
EEILRZ: ELIREZ
        LIEREZ
        RELIEZ
EEILSS: ELISES
        LIESSE
        LISSEE
EEILST: ELITES
        LISTEE
        LITEES
EEILSU: LIEUES
        LIEUSE
EEILSV: EVEILS
        VELIES
        VIELES
EEILSX: EXILES
        LEXIES
EEILSZ: ELISEZ
        LESIEZ
EEILTT: ILETTE
EEILTU: TUILEE
EEILTV: LEVITE
        VELITE
EEILUZ: ELUIEZ
EEILVZ: LEVIEZ
        VELIEZ
EEILXZ: EXILEZ
EEIMMS: EMIMES
        MIMEES
EEIMNN: ENNEMI
        MENINE
        MIENNE
EEIMNR: INERME
EEIMNS: ENSIME
        MINEES
        NIEMES
EEIMNT: EMIENT
EEIMNU: UNIEME
EEIMNZ: MENIEZ
EEIMOP: IPOMEE
EEIMOR: MOIREE
EEIMOS: MEIOSE
        MOISEE
EEIMPR: EMPIRE
        PERIME
        PRIMEE
EEIMRS: EMERIS
        MERISE
        MIREES
        MISERE
        REEMIS
        REMISE
        RIMEES
EEIMRT: ERMITE
        MERITE
        METIER
        MITREE
        REEMIT
        TREMIE
EEIMRU: UREMIE
EEIMRV: MIEVRE
EEIMRX: REMIXE
EEIMSS: EMISES
        EMISSE
        MESSIE
        MISEES
        SEIMES
        SEISME
EEIMST: EMITES
        ESTIME
        MITEES
        SEMITE
EEIMSX: MIXEES
        XIEMES
EEIMSZ: SEMIEZ
EEIMTT: MIETTE
EEIMTX: EXTIME
EEINNO: ENNOIE
EEINNP: PENIEN
        PINENE
EEINNR: RENINE
EEINNS: INNEES
        NENIES
        SIENNE
EEINNT: TIENNE
EEINNU: ENNUIE
EEINNV: ENVINE
        VIENNE
EEINOS: EOSINE
EEINOV: ENVOIE
EEINPP: NIPPEE
        PEPINE
EEINPR: EPINER
        PEINER
EEINPS: EPINES
        PEINES
EEINPT: EPIENT
        INEPTE
        PEINTE
        PINTEE
EEINPU: PUINEE
EEINPZ: EPINEZ
        PEINEZ
EEINQU: EQUINE
        NIQUEE
        QUINEE
EEINRR: RENIER
EEINRS: ERINES
        INSERE
        NEREIS
        REINES
        RENIES
        RESINE
        SEREIN
        SERINE
        SIRENE
EEINRT: ENTIER
        INERTE
        NERITE
        NITREE
        RETINE
        TERNIE
EEINRU: REUNIE
        RUINEE
        URINEE
EEINRV: ENIVRE
        ENVIER
        VEINER
        VERINE
        VERNIE
EEINRZ: NIEREZ
        NIZERE
        RENIEZ
EEINSS: ISSEEN
        SEINES
EEINST: ETEINS
        SENTIE
        SIEENT
EEINSU: SINUEE
        USINEE
EEINSV: ENVIES
        VEINES
        VINEES
EEINSX: EXINES
EEINSZ: ZEINES
EEINTT: ENTITE
        ETEINT
        TEINTE
        TETINE
        TINTEE
EEINTU: NUITEE
EEINTZ: ENTIEZ
        TENIEZ
EEINVZ: ENVIEZ
        VEINEZ
        VENIEZ
EEIOPR: POIREE
EEIOPS: POESIE
EEIORS: SOIREE
EEIORV: REVOIE
EEIOST: ISOETE
        TOISEE
EEIOSV: VOISEE
EEIPPR: PEPIER
        REPIPE
EEIPPS: PEPIES
        PIPEES
EEIPPT: PEPITE
        PIPETE
        TIPPEE
EEIPPZ: PEPIEZ
        ZIPPEE
EEIPQU: EPIQUE
        EQUIPE
        PIQUEE
EEIPRR: PIERRE
        PRIERE
EEIPRS: EPRISE
        PERIES
        PRIEES
        PRISEE
        RIPEES
        SPIREE
EEIPRT: EPITRE
        ETRIPE
        PETRIE
        PIETER
        PIETRE
EEIPRU: EPIEUR
EEIPRV: PRIVEE
        VIPERE
EEIPRX: EXPIER
        EXPIRE
EEIPSS: EPISSE
        PISSEE
EEIPST: EPITES
        PIETES
        PISTEE
        SPITEE
        TIPEES
EEIPSU: EPUISE
        PIEUSE
        PUISEE
EEIPSX: EXPIES
EEIPSZ: PESIEZ
        PIEZES
EEIPTT: PETITE
EEIPTU: PIEUTE
EEIPTZ: PETIEZ
        PIETEZ
EEIPUX: EPIEUX
EEIPXZ: EXPIEZ
EEIPZZ: PEZIZE
EEIQTU: EQUITE
        ETIQUE
        QUIETE
EEIRRS: SERIER
EEIRRT: ETIRER
        ETRIER
        ITERER
        REITRE
        RETIRE
        TRIERE
EEIRRV: REVIRE
EEIRRZ: ERRIEZ
EEIRSS: RISEES
        SERIES
EEIRST: ETIERS
        ETIRES
        ITERES
        SERTIE
        SETIER
        STRIEE
        TIREES
        TRIEES
EEIRSU: RIEUSE
EEIRSV: EVIERS
        REVISE
        RIVEES
        SERVIE
        VIREES
EEIRSZ: SERIEZ
EEIRTT: TITREE
EEIRTU: TUERIE
EEIRTV: ETRIVE
        EVITER
        RETIVE
        RIVETE
        VERITE
        VITREE
EEIRTZ: ETIREZ
        ITEREZ
        TREIZE
EEIRVV: REVIVE
        VIVREE
EEIRVZ: REVIEZ
EEIRXZ: IXEREZ
EEISST: SIESTE
        TISSEE
EEISSU: ESSIEU
        ESSUIE
EEISSV: VESSIE
        VISEES
        VISSEE
EEISTU: SITUEE
        SUITEE
        USITEE
EEISTV: ESTIVE
        EVITES
EEISTW: WESTIE
EEISTX: EXISTE
EEISXZ: SEXIEZ
EEITTV: IVETTE
EEITTZ: TETIEZ
EEITUV: UVEITE
EEITUZ: ZIEUTE
EEITVZ: EVITEZ
        VETIEZ
EEIUVX: EXUVIE
EEIVXZ: VEXIEZ
EEJKRR: JERKER
EEJKRS: JERKES
EEJKRZ: JERKEZ
EEJKST: KETJES
EEJLMU: JUMELE
EEJLNO: ENJOLE
EEJNOU: ENJOUE
EEJNRU: JEUNER
EEJNSU: JEUNES
EEJNTU: JEUNET
EEJNUX: ENJEUX
EEJNUZ: JEUNEZ
EEJOPR: PEJORE
EEJORU: REJOUE
EEJOSU: JOUEES
EEJRST: REJETS
EEJRSU: JUREES
EEJRSY: JERSEY
EEJRTU: JETEUR
EEJSSU: JUSEES
EEJSTT: JETSET
        JETTES
EEKKRT: TREKKE
EEKLOO: LOOKEE
EEKMRS: KERMES
EEKOPS: PEKOES
EEKPST: PEKETS
EEKRSS: ESKERS
EEKSST: SKEETS
EELLMO: MOELLE
EELLPR: PELLER
EELLPS: PELLES
EELLPT: PELLET
EELLPZ: PELLEZ
EELLQU: LEQUEL
        QUELLE
EELLRS: SELLER
EELLRU: RUELLE
EELLSS: SELLES
EELLST: TELLES
EELLSV: VELLES
EELLSZ: SELLEZ
EELMMS: LEMMES
EELMMT: MELTEM
EELMNO: LOMEEN
        MOLENE
EELMNT: MELENT
EELMNY: LYMNEE
EELMOS: MELOES
EELMOT: MOLETE
EELMOU: EMOULE
        MOULEE
EELMPS: SEMPLE
EELMPT: TEMPLE
EELMPU: PLUMEE
EELMRS: MERLES
EELMRU: EMULER
        LEMURE
        MERULE
        MEULER
EELMSU: ELUMES
        EMULES
        MEULES
        MUSELE
EELMSY: ELYMES
EELMUZ: EMULEZ
        MEULEZ
EELMXY: XYLEME
EELNOR: ENROLE
EELNOS: LEONES
EELNOT: ENTOLE
EELNOV: ELEVON
        ENVOLE
EELNPS: SPLEEN
EELNPT: PELENT
EELNRT: RELENT
EELNST: LENTES
        LESENT
EELNSU: LUNEES
EELNTU: ELUENT
EELNTV: LEVENT
        VELENT
EELNXY: XYLENE
EELOPP: PEOPLE
EELOPR: EPLORE
        POELER
EELOPS: POELES
        SPELEO
EELOPT: PELOTE
        PETOLE
        POTELE
EELOPU: LOUPEE
EELOPY: EPLOYE
        PLOYEE
EELOPZ: POELEZ
EELORT: TOLERE
EELORU: LOUREE
        OURLEE
        RELOUE
        ROULEE
EELORV: REVOLE
        VEROLE
EELOST: ETOLES
        TOLEES
EELOSU: LOUEES
        SOULEE
EELOSV: LOVEES
        VOLEES
EELOSX: ELOXES
EELOTV: VOLETE
EELOTZ: ZELOTE
EELOUV: EVOLUE
        LOUVEE
EELPPU: PEUPLE
EELPRR: PERLER
EELPRS: LEPRES
        PERLES
        PERSEL
        PRELES
EELPRT: PETREL
        REPLET
EELPRU: PELURE
        PLEURE
EELPRV: PLEVRE
EELPRZ: PERLEZ
EELPST: LEPTES
        PELTES
EELPSU: PEULES
        PULSEE
EELPUV: PLEUVE
EELRRU: LEURRE
EELRST: LESTER
EELRSU: REELUS
        RELUES
EELRSV: LEVERS
        LEVRES
EELRTT: LETTRE
EELRTU: REELUT
EELRTW: WELTER
EELRTY: ELYTRE
EELRUV: LEVEUR
        LEVURE
EELSST: LESTES
        STELES
EELSSU: ELUSSE
        SEULES
EELSSV: SELVES
EELSSY: LYSEES
EELSTT: LETTES
EELSTU: ELUTES
        LUTEES
        SEULET
EELSTV: SVELTE
        VELETS
        VELTES
EELSTY: STYLEE
EELSTZ: LESTEZ
EELSUV: VELUES
        VEULES
EELSUX: LUXEES
        SEXUEL
EELTTU: LUETTE
EELTUX: EXULTE
EELTVV: VELVET
EEMMNO: MONEME
        NOMMEE
EEMMNS: MNEMES
EEMMOP: POMMEE
EEMMOS: SOMMEE
EEMMRU: EMMURE
EEMMSU: EMUMES
EEMNNT: MENENT
EEMNOR: ENORME
        MONERE
        MORENE
        MORNEE
        NORMEE
EEMNOS: NOEMES
EEMNOT: MONTEE
EEMNOY: YEOMEN
EEMNRS: MERENS
EEMNRU: MENEUR
        MENURE
        MURENE
EEMNSS: MENSES
EEMNST: MENTES
        SEMENT
EEMNSU: MENUES
        NEUMES
EEMNTU: MENUET
EEMNTZ: MENTEZ
EEMNYZ: ENZYME
EEMOOZ: ZOOMEE
EEMOPP: POMPEE
EEMOPS: POEMES
EEMOPT: EMPOTE
        METOPE
EEMOQU: MOQUEE
EEMORS: MOERES
EEMOST: METEOS
        TOMEES
EEMOSY: MOYEES
EEMOTT: EMOTTE
        MOTTEE
        OMETTE
EEMPRS: PERMES
        SPERME
EEMPRT: PERMET
        TREMPE
EEMPST: TEMPES
EEMPSU: EMPUSE
EEMPTX: EXEMPT
EEMRRT: METRER
EEMRRU: REMUER
EEMRSS: MESSER
EEMRST: MESTRE
        METRES
        REMETS
        TERMES
EEMRSU: MESURE
        MEURES
        MUREES
        REMUES
        RESUME
        SEMEUR
EEMRTT: METTRE
EEMRTV: VERMET
EEMRTZ: METREZ
EEMRUZ: MUEREZ
        REMUEZ
EEMSSS: MESSES
EEMSST: TMESES
EEMSSU: EMUSSE
        MESUSE
        MUSEES
        MUSSEE
EEMSTT: METTES
EEMSTU: EMUTES
        MEUTES
        MUTEES
EEMSTX: SEMTEX
EEMSUV: MEUVES
EEMSZZ: MEZZES
EEMTTU: MUETTE
EEMTTZ: METTEZ
EEMTXX: TEXMEX
EENNOS: SONNEE
EENNOT: ETONNE
EENNOY: ENNOYE
EENNPR: PRENNE
EENNPS: PENNES
EENNRS: RENNES
EENNSS: SENNES
EENNST: NENETS
EENNTT: ENTENT
EENNUU: NEUNEU
EENNUY: ENNUYE
EENOOZ: OZONEE
EENOPR: EPERON
        PERONE
        PRONEE
EENOPS: PEONES
EENOPT: EPONTE
        PONTEE
EENOPX: XENOPE
EENORR: ERRONE
EENORS: ORNEES
EENORT: RENOTE
        TROENE
EENORU: ENOUER
        ENROUE
        RENOUE
EENORV: RENOVE
EENOSS: NOESES
EENOST: NOTEES
EENOSU: ENOUES
        NOUEES
EENOSV: NOVEES
EENOSY: NOYEES
EENOSZ: OZENES
        ZONEES
EENOUZ: ENOUEZ
EENOVY: ENVOYE
EENOVZ: EVZONE
EENPRS: NEPERS
        PENSER
        REPENS
EENPRT: REPENT
EENPRY: PYRENE
EENPRZ: PRENEZ
EENPSS: PENSES
EENPST: PENTES
        PESENT
EENPSZ: PENSEZ
EENPTT: PETENT
EENPTU: PENTUE
        PETUNE
EENQUU: ENUQUE
EENRRT: ENTRER
        ERRENT
        RENTER
        RENTRE
EENRST: ENTRES
        RENTES
        STERNE
        TERNES
EENRSV: ENVERS
        VERNES
EENRTT: TENTER
        TRENTE
EENRTU: ENTURE
        EURENT
        NEUTRE
        RETENU
        TENEUR
        TENURE
EENRTV: REVENT
        VENTER
        VENTRE
EENRTZ: ENTREZ
        RENTEZ
EENRUV: REVENU
        VENEUR
EENRUZ: NUEREZ
EENRVY: EVRYEN
EENSSS: SENSES
EENSST: SENTES
EENSSU: USNEES
EENSTT: NETTES
        TENTES
EENSTU: TENUES
        TUNEES
EENSTV: EVENTS
        VENETS
        VENTES
EENSTW: TWEENS
EENSTX: SEXENT
EENSTZ: SENTEZ
EENSUV: NEUVES
        VENUES
EENSWZ: WENZES
EENTTT: TETENT
EENTTV: VETENT
EENTTZ: TENTEZ
EENTUX: EXEUNT
EENTVX: VEXENT
EENUVX: NEVEUX
EEOPPU: POUPEE
EEOPQU: EPOQUE
        POQUEE
EEOPRR: OPERER
        PERORE
EEOPRS: OPERES
        REPOSE
EEOPRT: PORTEE
        PROTEE
EEOPRZ: OPEREZ
EEOPSS: POSEES
EEOPST: POETES
        POSTEE
        POTEES
        TOPEES
EEOPSU: EPOUSE
EEOPSX: EXPOSE
EEOPTT: PEOTTE
EEOPTU: ETOUPE
EEOQTU: TOQUEE
EEOQUV: EVOQUE
EEORRT: TOREER
        TORREE
EEORSS: ESSORE
        ROSEES
        ROSSEE
EEORST: OESTRE
        ROTEES
        STEREO
        TOREES
EEORSU: ROUEES
EEORSY: SOYERE
EEORSZ: OSEREZ
EEORTU: OUTREE
        ROUTEE
        TOUREE
        TROUEE
EEORTV: REVOTE
EEORTZ: OTEREZ
        TOREEZ
        ZEROTE
EEORUV: OEUVRE
        OUVREE
EEOSST: OSSETE
EEOSTU: TOUEES
EEOSTV: VOTEES
EEOSUV: OEUVES
        VOUEES
EEOTUV: VOUTEE
EEPPST: STEPPE
EEPQTU: PEQUET
EEPRRS: PERRES
EEPRRT: PRETER
        PRETRE
EEPRRU: EPURER
EEPRSS: PERSES
        PRESSE
        SERPES
EEPRST: PERTES
        PESTER
        PETRES
        PRESTE
        PRETES
EEPRSU: EPURES
        PESEUR
        PREUSE
        PUREES
        REPUES
        RUPEES
        SUPERE
EEPRSV: VEPRES
EEPRSX: EXPRES
EEPRTU: PETEUR
        PURETE
        REPUTE
EEPRTX: EXPERT
EEPRTZ: PRETEZ
EEPRUV: PREUVE
        PREVUE
EEPRUZ: EPUREZ
        PUEREZ
EEPSSS: PESSES
EEPSST: PESTES
EEPSSU: SUPEES
EEPSTT: PETTES
        SEPTET
EEPSTY: TYPEES
EEPSTZ: PESTEZ
EEPTTU: PUTTEE
EEPTUX: PETEUX
EEQRSU: QUEERS
EEQRTU: QUETER
EEQSTU: QUETES
EEQSUU: QUEUES
EEQTTU: QUETTE
EEQTUU: QUEUTE
EEQTUZ: QUETEZ
EERRRS: SERRER
EERRRT: TERRER
EERRRU: ERREUR
EERRSS: SERRES
EERRST: RESTER
        STERER
        TERRES
        TERSER
EERRSV: REVERS
        SEVRER
        VERRES
        VERSER
EERRSZ: SERREZ
EERRTT: TERTRE
EERRTU: URETRE
EERRTZ: TERREZ
EERRUV: REVEUR
        VERRUE
EERRUZ: RUEREZ
EERRVZ: VERREZ
EERSST: ESTERS
        RESTES
        SERTES
        STERES
        TERSES
        TRESSE
EERSSU: RESSUE
        RUSEES
EERSSV: SERVES
        SEVRES
        VERSES
        VESSER
EERSTT: SETTER
        TESTER
EERSTU: SURETE
EERSTV: REVETS
        TREVES
        VERSET
        VERSTE
        VERTES
EERSTZ: RESTEZ
        STEREZ
        TERSEZ
        ZESTER
EERSUV: REVUES
EERSUX: SEREUX
        SEXEUR
EERSUZ: SUEREZ
        USEREZ
EERSVV: VERVES
EERSVZ: SERVEZ
        SEVREZ
        VERSEZ
EERTTX: TEXTER
EERTUV: ETUVER
        REVETU
        REVEUT
        VETURE
EERTUY: TUYERE
EERTUZ: TUEREZ
EERTVV: VERVET
EERTVX: VERTEX
EERUVX: REVEUX
        VEREUX
EESSSU: EUSSES
EESSSV: VESSES
EESSTT: TESTES
        TSETSE
EESSTV: VESTES
EESSTX: SEXTES
EESSTZ: ZESTES
EESSUV: SUEVES
EESSUX: SEXUES
EESSUY: ESSUYE
        YEUSES
EESSVZ: VESSEZ
EESTTT: TETTES
EESTTU: SUETTE
        TETUES
EESTTW: TWEETS
EESTTX: SEXTET
        TEXTES
EESTTZ: TESTEZ
EESTUU: TUEUSE
EESTUV: ETUVES
        VETUES
EESTZZ: ZESTEZ
EESUVV: VEUVES
EESUVX: SEVEUX
EETTXZ: TEXTEZ
EETUVZ: ETUVEZ
EETUYZ: ZYEUTE
EFFGIR: GRIFFE
EFFIKR: KIFFER
EFFIKS: KIFFES
EFFIKZ: KIFFEZ
EFFILR: RIFFLE
EFFILS: SIFFLE
EFFINS: SNIFFE
EFFIOR: EFFROI
EFFIPR: PIFFER
        PIFFRE
EFFIPS: PIFFES
EFFIPZ: PIFFEZ
EFFIRS: FIFRES
        RIFFES
EFFIST: FESTIF
        TIFFES
EFFISU: SUIFFE
EFFLMO: MOFFLE
EFFOPU: POUFFE
EFFORS: OFFRES
EFFORT: EFFORT
        OFFERT
EFFORZ: OFFREZ
EFFOST: OFFSET
EFFOTU: TOUFFE
EFFRTU: TRUFFE
EFGIIZ: FIGIEZ
EFGILR: GIFLER
EFGILS: GELIFS
        GIFLES
EFGILZ: GIFLEZ
EFGIMU: FUMIGE
EFGINT: FIGENT
EFGIRS: GRIEFS
EFGIRU: FIGURE
EFGISU: FIGUES
EFGLNO: GONFLE
EFGLOR: GOLFER
EFGLOS: GOLFES
EFGLOZ: GOLFEZ
EFGNOS: FONGES
EFGORR: FORGER
EFGORS: FORGES
EFGORU: FOUGER
EFGORZ: FORGEZ
EFGOSU: FOUGES
EFGOUU: FOUGUE
EFGOUZ: FOUGEZ
EFGRUU: FUGUER
EFGSUU: FUGUES
EFGUUZ: FUGUEZ
EFHIRS: SHERIF
EFHLSS: SHELFS
EFHNOR: FOHNER
EFHNOS: FOEHNS
        FOHNES
EFHNOZ: FOHNEZ
EFHRRU: FUHRER
EFIIKZ: KIFIEZ
EFIILZ: FILIEZ
EFIIMN: INFIME
EFIINS: FINIES
EFIINU: UNIFIE
EFIINX: INFIXE
EFIIPZ: PIFIEZ
EFIISX: FIXIES
EFIITX: FIXITE
EFIIXZ: FIXIEZ
EFIKNT: KIFENT
EFIKRS: KEFIRS
EFILLR: FILLER
EFILLS: FILLES
EFILMR: FILMER
EFILMS: FILMES
EFILMZ: FILMEZ
EFILNS: FELINS
        FENILS
        FLEINS
EFILNT: FILENT
EFILNU: INFLUE
        INFULE
EFILOS: FIOLES
        FOLIES
        SOLFIE
EFILOZ: LOFIEZ
EFILPP: FLIPPE
EFILQU: FLIQUE
EFILRR: RIFLER
EFILRS: RIFLES
EFILRT: FILTRE
        FLETRI
        FLIRTE
        LIFTER
EFILRU: FILEUR
        FLEURI
EFILRZ: RIFLEZ
EFILST: FILETS
        LIFTES
EFILSU: ELUSIF
        FEUILS
EFILTU: FUTILE
EFILTZ: LIFTEZ
EFILUZ: FLUIEZ
EFIMOT: EMOTIF
EFIMRR: FREMIR
        FRIMER
EFIMRS: FERMIS
        FIRMES
        FREMIS
        FRIMES
EFIMRT: FREMIT
EFIMRU: FUMIER
EFIMRZ: FRIMEZ
EFIMSU: FUIMES
